"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU27902","LOC111510061","G15766","uncharacterized LOC111510061","refseq","XM_023165919.1","uncharacterized LOC111510061, transcript variant X2","=",-0.538950086326226
"TU14179","LOC111504785","G7976","protein cycle","refseq","XM_023159477.1","protein cycle, transcript variant X1","j",-1.64017619060881
"TU14178","LOC111504785","G7975","protein cycle","refseq","XM_023159477.1","protein cycle, transcript variant X1","x",-5.60511513212959
"TU14175","LOC111504779","G7973","tryptophan 5-hydroxylase 1","refseq","XM_023159469.1","tryptophan 5-hydroxylase 1","=",1.09659408945022
"TU17488","LOC111506076","G9857","DNA repair protein RAD51 homolog 4-like","refseq","XM_023161005.1","DNA repair protein RAD51 homolog 4-like, transcript variant X2","=",1.36324500786479
"TU44906",NA,"G26689","* NAD kinase-like ","novel","XP_028135805","NAD kinase-like isoform X3","u",-1.29528489775083
"TU44900","LOC111516879","G26685","esterase-5A-like","refseq","XM_023172976.1","esterase-5A-like","=",1.05254702237373
"TU17482","LOC111506079","G9854","helicase domino","refseq","XM_023161010.1","helicase domino, transcript variant X1","k",-0.660779392176385
"TU17483","LOC111506079","G9854","helicase domino","refseq","XM_023161011.1","helicase domino, transcript variant X2","=",-0.523225942493773
"TU14283","LOC111504812","G8028","uncharacterized LOC111504812","refseq","XM_023159514.1","uncharacterized LOC111504812","o",1.68848004134852
"TU10709","LOC111503388","G5988","zinc finger C4H2 domain-containing protein","refseq","XM_023157684.1","zinc finger C4H2 domain-containing protein, transcript variant X4","i",0.519702635249509
"TU7891","LOC111502279","G4390","dynein heavy chain 7","refseq","XM_023156304.1","dynein heavy chain 7, axonemal-like","j",17.1927171318078
"TU7899","LOC111502288","G4395","protein THEM6","refseq","XM_023156338.1","protein THEM6","=",-0.96349113790466
"TU35516","LOC111513033","G20367","NAD kinase-like","refseq","XM_023169193.1","NAD kinase-like","o",-0.595237860983337
"TU35517","LOC111513033","G20368","NAD kinase-like","refseq","XM_023169193.1","NAD kinase-like","c",-0.585255087654958
"TU14822","LOC111505029","G8340","adenosine monophosphate-protein transferase FICD homolog","refseq","XM_023159771.1","adenosine monophosphate-protein transferase FICD homolog","=",-0.712525478494029
"TU17737",NA,"G9974","* ---NA---","novel",NA,"---NA---","u",1.02193211345311
"TU17734","LOC111506156","G9973","segmentation protein cap'n'collar","refseq","XM_023161152.1","segmentation protein cap'n'collar","i",1.46183737379429
"TU16465","LOC111505667","G9268","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023160515.1","probable multidrug resistance-associated protein lethal(2)03659","j",20.6872146602646
"TU33912","LOC111512423","G19397","E3 ubiquitin-protein ligase MYCBP2-like","refseq","XM_023168543.1","E3 ubiquitin-protein ligase MYCBP2-like","j",0.85863978811435
"TU33913","LOC111512423","G19398","E3 ubiquitin-protein ligase MYCBP2-like","refseq","XM_023168543.1","E3 ubiquitin-protein ligase MYCBP2-like","c",0.710955484054227
"TU37342",NA,"G21503","* piggyBac transposable element-derived protein 3-like","novel","XP_026316257","piggyBac transposable element-derived protein 3-like","u",3.25504118345885
"TU26219","LOC111509428","G14796","mitochondrial coenzyme A transporter SLC25A42","refseq","XM_023165183.1","mitochondrial coenzyme A transporter SLC25A42","k",-9.94706441685182
"TU26217","LOC111509434","G14795","calmodulin-like protein 4","refseq","XM_023165190.1","calmodulin-like protein 4","=",-0.633721547047018
"TU27165","LOC111509784","G15322","zinc finger protein 761-like","refseq","XM_023165602.1","zinc finger protein 761-like","=",1.17035697011029
"TU9688","LOC111502987","G5415","uncharacterized LOC111502987","refseq","XM_023157178.1","uncharacterized LOC111502987","=",-6.28542098608457
"TU9686","LOC111502988","G5414","neuroglobin-like","refseq","XM_023157179.1","neuroglobin-like","=",1.5214218966176
"TU32390","LOC111511842","G18464","uncharacterized LOC111511842","refseq","XM_023167864.1","uncharacterized LOC111511842","k",-0.887496643852166
"TU43415","LOC111516213","G25547","uncharacterized LOC111516213","refseq","XM_023172391.1","uncharacterized LOC111516213","j",0.831441550710336
"TU2659","LOC111510102","G1417","radical S-adenosyl methionine domain-containing protein 2-like","refseq","XM_023165966.1","radical S-adenosyl methionine domain-containing protein 2-like","=",-1.79819393999792
"TU44597","LOC111516730","G26449","uncharacterized LOC111516730","refseq","XM_023172855.1","uncharacterized LOC111516730","=",-1.16610061778028
"TU44591","LOC111516728","G26444","gastrula zinc finger protein xFG20-1-like","refseq","XM_023172853.1","gastrula zinc finger protein xFG20-1-like","=",-0.88485002532106
"TU20306","LOC111507152","G11398","uncharacterized LOC111507152","refseq","XM_023162416.1","uncharacterized LOC111507152","j",-25.4337722401222
"TU20301","LOC111507151","G11395","uncharacterized LOC111507151","refseq","XM_023162415.1","uncharacterized LOC111507151","=",0.798609887496591
"TU32979","LOC111512085","G18830","facilitated trehalose transporter Tret1-like","refseq","XM_023168180.1","facilitated trehalose transporter Tret1-like, transcript variant X1","=",-1.18794639782581
"TU30530","LOC111511125","G17324","ADP-ribosylation factor GTPase-activating protein 3-like","refseq","XM_023167141.1","ADP-ribosylation factor GTPase-activating protein 3-like, transcript variant X1","=",2.1439912553906
"TU41532","LOC111515421","G24226","piwi-like protein Siwi","refseq","XM_023171646.1","piwi-like protein Siwi","=",-1.50005693759299
"TU1689","LOC111505728","G889","dopamine N-acetyltransferase-like","refseq","XM_023160591.1","dopamine N-acetyltransferase-like","j",-1.09037222185251
"TU21474","LOC111507591","G12058","uncharacterized LOC111507591","refseq","XR_002722411.1","uncharacterized LOC111507591","k",19.5980898411261
"TU21477","LOC111507587","G12059","ATP-dependent 6-phosphofructokinase","refseq","XM_023162925.1","ATP-dependent 6-phosphofructokinase","j",-0.909247560177324
"TU8652","LOC111502588","G4826","uncharacterized LOC111502588","refseq","XM_023156701.1","uncharacterized LOC111502588","j",1.04965102766762
"TU38051","LOC111514000","G21957","uncharacterized LOC111514000","refseq","XM_023170223.1","uncharacterized LOC111514000","=",0.77500586249594
"TU12900","LOC111504285","G7248","myelin regulatory factor","refseq","XM_023158805.1","myelin regulatory factor","j",-0.496780596445353
"TU26971","LOC111509712","G15215","uncharacterized LOC111509712","refseq","XM_023165510.1","uncharacterized LOC111509712, transcript variant X2","=",-19.4738084256946
"TU26972","LOC111509713","G15216","hillarin-like","refseq","XM_023165513.1","hillarin-like, transcript variant X2","=",2.59835306863423
"TU15421","LOC111505285","G8703","polygalacturonase-like","refseq","XR_002722102.1","polygalacturonase-like, transcript variant X2","=",-3.79403366044223
"TU15422","LOC111505285","G8703","polygalacturonase-like","refseq","XM_023160062.1","polygalacturonase-like, transcript variant X1","=",-4.89008758694436
"TU15426",NA,"G8706","* uncharacterized protein LOC111512973, partial","novel","XP_023024905","uncharacterized protein LOC111512973, partial","r",-2.88454114834645
"TU12908",NA,"G7255","* T-box transcription factor TBX10","novel","KAG5886886","T-box transcription factor TBX10","u",1.35699508576932
"TU18611",NA,"G10460","* ---NA---","novel",NA,"---NA---","u",1.28535300279076
"TU23019","LOC111508193","G12952","protein Tob1-like","refseq","XM_023163628.1","protein Tob1-like, transcript variant X3","=",0.837768096816672
"TU24418",NA,"G13751","* phosphatidylinositol-binding clathrin assembly protein LAP-like","novel","XP_022911443","phosphatidylinositol-binding clathrin assembly protein LAP-like","u",-0.606595644373238
"TU34845",NA,"G19950","* ---NA---","novel",NA,"---NA---","u",-0.574008416356967
"TU15393","LOC111505271","G8683","ubiquilin-2-like","refseq","XM_023160047.1","ubiquilin-2-like","=",1.35565242254105
"TU15396","LOC111505274","G8685","uncharacterized LOC111505274","refseq","XR_002722100.1","uncharacterized LOC111505274, transcript variant X3","p",1.68658936512253
"TU39831","LOC111514714","G23090","uncharacterized LOC111514714","refseq","XR_002723421.1","uncharacterized LOC111514714","k",1.22606871769666
"TU24415","LOC111508734","G13748","exportin-6-A","refseq","XM_023164337.1","exportin-6-A","j",1.08964685013271
"TU35887","LOC111513168","G20605","peptidyl-prolyl cis-trans isomerase-like 3","refseq","XM_023169334.1","peptidyl-prolyl cis-trans isomerase-like 3","j",2.40718940437658
"TU45063","LOC111516956","G26807","uncharacterized LOC111516956","refseq","XM_023173037.1","uncharacterized LOC111516956","=",-0.847439509226049
"TU36651",NA,"G21056","* FGFR1 oncogene partner","novel","KAG5899356","FGFR1 oncogene partner","u",-0.779359250923196
"TU40220","LOC111514885","G23346","26S proteasome non-ATPase regulatory subunit 7","refseq","XM_023171125.1","26S proteasome non-ATPase regulatory subunit 7","=",-0.265157694521783
"TU40228","LOC111514892","G23352","transcription elongation factor B polypeptide 3-like","refseq","XM_023171133.1","transcription elongation factor B polypeptide 3-like","=",-0.463835309006653
"TU29845","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-0.678213447783509
"TU29844","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-1.08309551880024
"TU29847","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-0.993761372575646
"TU29846","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-1.29769604977634
"TU29841","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-0.587702545869006
"TU29840","LOC111510834","G16903","heterogeneous nuclear ribonucleoprotein 27C","refseq","XM_023166787.1","heterogeneous nuclear ribonucleoprotein 27C","j",-0.80103968883041
"TU10270","LOC111503243","G5757","uncharacterized PE-PGRS family protein PE_PGRS46-like","refseq","XM_023157501.1","uncharacterized PE-PGRS family protein PE_PGRS46-like, transcript variant X5","j",1.4301826095998
"TU16264","LOC111505594","G9152","motile sperm domain-containing protein 2-like","refseq","XM_023160430.1","motile sperm domain-containing protein 2-like","k",-1.64912169112174
"TU16263",NA,"G9151","* unnamed protein product","novel","VEN49063","unnamed protein product","r",-1.65630804354455
"TU16261","LOC111505593","G9149","FIT family protein CG10671","refseq","XM_023160428.1","FIT family protein CG10671","=",-0.434947531329801
"TU10854",NA,"G6068","* ---NA---","novel",NA,"---NA---","u",1.43634232501227
"TU7130","LOC111501968","G3964","calreticulin","refseq","XM_023155904.1","calreticulin","=",-1.34912869705811
"TU7131","LOC111501970","G3965","ATP-binding cassette sub-family D member 3","refseq","XM_023155905.1","ATP-binding cassette sub-family D member 3","=",-0.753374444820757
"TU7134","LOC111501971","G3967","endoplasmin","refseq","XM_023155906.1","endoplasmin","=",-0.906626070347873
"TU7139","LOC111501955","G3972","putative sugar lactone lactonase YvrE","refseq","XM_023155890.1","putative sugar lactone lactonase YvrE","j",-3.16461118568309
"TU7682","LOC111502192","G4269","serine/threonine-protein phosphatase 2A activator","refseq","XM_023156200.1","serine/threonine-protein phosphatase 2A activator","=",0.394579765546084
"TU15982","LOC111505495","G9003","sex determination protein fruitless-like","refseq","XM_023160320.1","sex determination protein fruitless-like, transcript variant X6","j",-1.6154194528922
"TU15981","LOC111505495","G9003","sex determination protein fruitless-like","refseq","XM_023160322.1","sex determination protein fruitless-like, transcript variant X8","k",-0.53795079978542
"TU30210","LOC111510974","G17126","alpha-(1","refseq","XM_023166954.1","alpha-(1,6)-fucosyltransferase","=",-0.409814129839365
"TU28922","LOC111510459","G16355","probable cytochrome P450 12a5","refseq","XM_023166383.1","probable cytochrome P450 12a5, mitochondrial","=",-1.18341812347678
"TU28925","LOC111510462","G16358","prostaglandin reductase 1-like","refseq","XM_023166385.1","prostaglandin reductase 1-like","j",-3.39186251498079
"TU28927","LOC111510463","G16359","transcription initiation factor TFIID subunit 4-like","refseq","XM_023166386.1","transcription initiation factor TFIID subunit 4-like","k",-8.62028667924735
"TU18557","LOC111506455","G10430","protein PF14_0175-like","refseq","XM_023161521.1","protein PF14_0175-like","j",-21.1108583904138
"TU18556","LOC111506455","G10430","protein PF14_0175-like","refseq","XM_023161521.1","protein PF14_0175-like","=",-5.80464397968633
"TU18550",NA,"G10425","* Envelope fusion protein-like Protein","novel","EEZ99860","Envelope fusion protein-like Protein","u",-1.69420339090745
"TU41955","LOC111515605","G24523","uncharacterized LOC111515605","refseq","XM_023171819.1","uncharacterized LOC111515605, transcript variant X2","j",1.20277263319078
"TU44204","LOC111516566","G26153","origin recognition complex subunit 3-like","refseq","XM_023172719.1","origin recognition complex subunit 3-like","=",-0.796704201745849
"TU44208",NA,"G26156","* uncharacterized protein LOC113375704","novel","XP_026471433","uncharacterized protein LOC113375704","u",1.05229553816294
"TU14320","LOC111504822","G8051","E3 ubiquitin-protein ligase Siah1-like","refseq","XM_023159526.1","E3 ubiquitin-protein ligase Siah1-like, transcript variant X1","e",1.99224032292801
"TU17673","LOC111506132","G9937","protein DEK-like","refseq","XM_023161127.1","protein DEK-like, transcript variant X1","=",0.611043969111532
"TU30151","LOC111510949","G17089","uncharacterized LOC111510949","refseq","XM_023166925.1","uncharacterized LOC111510949","j",-2.18343691533102
"TU31930","LOC111511647","G18165","uncharacterized LOC111511647","refseq","XM_023167679.1","uncharacterized LOC111511647","=",-0.928852666682014
"TU31934","LOC111511649","G18166","venom carboxylesterase-6-like","refseq","XM_023167681.1","venom carboxylesterase-6-like","j",-17.9873491496692
"TU31936","LOC111511657","G18168","ankyrin repeat and MYND domain-containing protein 2","refseq","XM_023167688.1","ankyrin repeat and MYND domain-containing protein 2","=",-1.07080342130513
"TU33764","LOC111512363","G19309","protein PELPK1-like","refseq","XM_023168470.1","protein PELPK1-like","=",0.711018694246577
"TU40267","LOC111514909","G23375","nose resistant to fluoxetine protein 6-like","refseq","XM_023171154.1","nose resistant to fluoxetine protein 6-like","=",-1.09458293348113
"TU30058","LOC111510912","G17023","glucose dehydrogenase [FAD","refseq","XM_023166886.1","glucose dehydrogenase [FAD, quinone]-like","c",-1.61048450841825
