"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU35729",NA,"G20509","* uncharacterized protein K02A2.6-like","novel","XP_023030079","uncharacterized protein K02A2.6-like","u",2.79419100458949
"TU3110","LOC111512396","G1677","zinc finger and BTB domain-containing protein 14-like","refseq","XM_023168514.1","zinc finger and BTB domain-containing protein 14-like","e",-1.21069862203584
"TU22984","LOC111508178","G12928","JNK-interacting protein 3","refseq","XM_023163605.1","JNK-interacting protein 3","j",0.660089515651616
"TU7572","LOC111502144","G4206","transcription termination factor 5","refseq","XM_023156138.1","transcription termination factor 5, mitochondrial","=",0.543691098996775
"TU39581","LOC111514609","G22919","uncharacterized LOC111514609","refseq","XM_023170866.1","uncharacterized LOC111514609","=",1.96030159885451
"TU38988","LOC111514369","G22553","mucin-5AC-like","refseq","XM_023170608.1","mucin-5AC-like","j",17.5665522384023
"TU36609","LOC111513442","G21030","UDP-glucuronosyltransferase 2B1-like","refseq","XM_023169651.1","UDP-glucuronosyltransferase 2B1-like, transcript variant X1","i",3.78138193879576
"TU20117","LOC111507095","G11306","uncharacterized LOC111507095","refseq","XM_023162341.1","uncharacterized LOC111507095","j",0.623886330096048
"TU20118","LOC111507095","G11306","uncharacterized LOC111507095","refseq","XM_023162341.1","uncharacterized LOC111507095","j",1.46760379955655
"TU29236","LOC111510577","G16537","major facilitator superfamily domain-containing protein 10","refseq","XM_023166498.1","major facilitator superfamily domain-containing protein 10","j",-4.0370725936143
"TU25569","LOC111509175","G14402","pantothenate kinase 3","refseq","XM_023164868.1","pantothenate kinase 3","j",-3.45087353838759
"TU19042","LOC111506621","G10690","F-box/LRR-repeat protein 2","refseq","XM_023161743.1","F-box/LRR-repeat protein 2, transcript variant X2","=",0.929303231405069
"TU25691","LOC111509211","G14466","ethanolamine kinase","refseq","XM_023164911.1","ethanolamine kinase","j",-1.84362521619079
"TU22510","LOC111507990","G12661","uncharacterized LOC111507990","refseq","XR_002722468.1","uncharacterized LOC111507990, transcript variant X2","=",-1.42212700800942
"TU11461","LOC111503679","G6398","uncharacterized LOC111503679","refseq","XM_023158040.1","uncharacterized LOC111503679","m",-1.59422787899671
"TU11463","LOC111503679","G6400","uncharacterized LOC111503679","refseq","XM_023158040.1","uncharacterized LOC111503679","x",0.914970440337966
"TU29903","LOC111510855","G16941","protein Gawky","refseq","XM_023166809.1","protein Gawky, transcript variant X1","=",-0.731178569244097
"TU23396","LOC111508360","G13168","protein ROP","refseq","XM_023163829.1","protein ROP","j",0.52244230456993
"TU13825","LOC111504648","G7776","very low-density lipoprotein receptor-like","refseq","XM_023159313.1","very low-density lipoprotein receptor-like","=",0.750680114110116
"TU4864","LOC111517559","G2694","liprin-alpha-1","refseq","XM_023173759.1","liprin-alpha-1, transcript variant X6","j",3.176464159595
"TU14654","LOC111504958","G8251","prostaglandin E synthase 2-like","refseq","XM_023159686.1","prostaglandin E synthase 2-like","=",0.50828219498019
"TU22529","LOC111507995","G12676","myosin-VIIa","refseq","XM_023163403.1","myosin-VIIa","j",0.751664581596658
"TU17303",NA,"G9767","* hypothetical protein B7P43_G12087","novel","PNF15735","hypothetical protein B7P43_G12087","r",-0.980642567734334
"TU42300",NA,"G24762","* unnamed protein product","novel","VEN35101","unnamed protein product","u",-2.94066506940634
"TU16652",NA,"G9387","* ---NA---","novel",NA,"---NA---","r",-3.07892978652187
"TU16654","LOC111505744","G9388","5-oxoprolinase-like","refseq","XM_023160604.1","5-oxoprolinase-like","j",1.27236221203377
"TU12880","LOC111504274","G7238","alaserpin-like","refseq","XM_023158792.1","alaserpin-like","j",5.76279473768556
"TU12887","LOC111504278","G7240","cytochrome P450 9e2-like","refseq","XM_023158796.1","cytochrome P450 9e2-like","j",-5.23168806142375
"TU12884","LOC111504278","G7240","cytochrome P450 9e2-like","refseq","XM_023158796.1","cytochrome P450 9e2-like","j",3.89760295197663
"TU4862","LOC111517559","G2694","liprin-alpha-1","refseq","XM_023173767.1","liprin-alpha-1, transcript variant X13","j",5.19082916842194
"TU41479","LOC111515397","G24196","39S ribosomal protein L47","refseq","XM_023171622.1","39S ribosomal protein L47, mitochondrial","k",21.7059141085865
"TU28645","LOC111510331","G16194","protein spaetzle 5-like","refseq","XM_023166233.1","protein spaetzle 5-like","c",5.05342254617516
"TU4347","LOC111517328","G2396","protein bric-a-brac 1-like","refseq","XM_023173435.1","protein bric-a-brac 1-like, transcript variant X1","i",-3.11696772861491
"TU4343","LOC111517329","G2393","uncharacterized LOC111517329","refseq","XR_002723803.1","uncharacterized LOC111517329","=",-1.45245739949674
"TU37718","LOC111513859","G21743","CCR4-NOT transcription complex subunit 3-like","refseq","XM_023170081.1","CCR4-NOT transcription complex subunit 3-like","=",-0.581216555136605
"TU7492","LOC111502113","G4173","protein eva-1-like","refseq","XM_023156096.1","protein eva-1-like","j",22.3935809082851
"TU26986","LOC111509719","G15226","uncharacterized LOC111509719","refseq","XM_023165518.1","uncharacterized LOC111509719","=",1.07635529037741
"TU41827","LOC111515545","G24439","hexosaminidase D-like","refseq","XM_023171762.1","hexosaminidase D-like","=",0.492011532416404
"TU3774","LOC111515737","G2066","spatacsin","refseq","XM_023171938.1","spatacsin","j",22.3065688408437
"TU8043","LOC111502327","G4464","ninjurin-2","refseq","XM_023156394.1","ninjurin-2","j",0.910281945377818
"TU14513",NA,"G8158","* ---NA---","novel",NA,"---NA---","u",-19.8106589736248
"TU34371","LOC111512594","G19663","cardioacceleratory peptide receptor-like","refseq","XM_023168734.1","cardioacceleratory peptide receptor-like, transcript variant X1","x",-0.867361765194691
"TU43952","LOC111516452","G25964","uncharacterized LOC111516452","refseq","XM_023172612.1","uncharacterized LOC111516452","=",-1.15070348864574
"TU39468","LOC111514573","G22856","serine/threonine-protein kinase prp4","refseq","XR_002723383.1","serine/threonine-protein kinase prp4, transcript variant X3","=",2.6415886350091
"TU39460",NA,"G22852","* protein twisted gastrulation","novel","KAG5889348","protein twisted gastrulation","u",0.841781568536051
"TU23153","LOC111508264","G13036","solute carrier family 26 member 10-like","refseq","XM_023163703.1","solute carrier family 26 member 10-like, transcript variant X2","=",-1.05839412554208
"TU32266","LOC111511792","G18379","tyrosine-protein kinase transmembrane receptor Ror-like","refseq","XM_023167815.1","tyrosine-protein kinase transmembrane receptor Ror-like","c",0.463205438801067
"TU20639","LOC111507278","G11580","zinc finger protein rotund-like","refseq","XM_023162569.1","zinc finger protein rotund-like","j",1.03452657630375
"TU30595","LOC111511139","G17356","disintegrin and metalloproteinase domain-containing protein 28-like","refseq","XM_023167154.1","disintegrin and metalloproteinase domain-containing protein 28-like","=",1.01629502838076
"TU29379","LOC111510642","G16626","chromo domain-containing protein cec-1-like","refseq","XM_023166574.1","chromo domain-containing protein cec-1-like","=",2.61772853533928
"TU29374","LOC111510639","G16622","ikaros family zinc finger protein","refseq","XM_023166569.1","ikaros family zinc finger protein, transcript variant X3","j",1.55856090123058
"TU21140","LOC111507465","G11873","uncharacterized LOC111507465","refseq","XM_023162766.1","uncharacterized LOC111507465","=",-0.796567698481249
"TU22004","LOC111507803","G12362","dnaJ homolog subfamily C member 28","refseq","XM_023163160.1","dnaJ homolog subfamily C member 28, transcript variant X2","j",-0.923923147043035
"TU22493","LOC111507985","G12656","programmed cell death protein 6","refseq","XM_023163393.1","programmed cell death protein 6","j",0.52513659096944
"TU43366",NA,"G25512","* uncharacterized protein LOC111516195, partial","novel","XP_023028139","uncharacterized protein LOC111516195, partial","u",0.676716334207493
"TU42973",NA,"G25221","* 40S ribosomal protein S2-like","novel","XP_023029378","40S ribosomal protein S2-like","u",1.33371063504401
"TU23455","LOC111508389","G13206","DDRGK domain-containing protein 1","refseq","XM_023163863.1","DDRGK domain-containing protein 1","=",-0.490195171309119
"TU18183","LOC111506313","G10218","glutathione S-transferase theta-1-like","refseq","XM_023161347.1","glutathione S-transferase theta-1-like","i",3.31593834246351
"TU18238","LOC111506340","G10255","Down syndrome cell adhesion molecule-like protein Dscam2","refseq","XM_023161371.1","Down syndrome cell adhesion molecule-like protein Dscam2","j",9.06781863505851
"TU18237","LOC111506338","G10254","synaptotagmin-like protein 5","refseq","XM_023161369.1","synaptotagmin-like protein 5","j",0.496142339927284
"TU17402","LOC111506042","G9801","nesprin-1-like","refseq","XM_023160967.1","nesprin-1-like","j",-27.7552469212605
"TU17407","LOC111506043","G9803","nesprin-1-like","refseq","XM_023160968.1","nesprin-1-like","j",0.892513706511662
"TU35226","LOC111512917","G20183","suppressor of cytokine signaling 5","refseq","XM_023169075.1","suppressor of cytokine signaling 5, transcript variant X1","k",19.0890721144953
"TU44982",NA,"G26747","* guanine nucleotide-binding protein G(q) subunit alpha ","novel","XP_031332938","guanine nucleotide-binding protein G(q) subunit alpha isoform X2","u",0.346981892756278
"TU16753","LOC111505792","G9446","arginase","refseq","XM_023160664.1","arginase, hepatic, transcript variant X1","x",-1.05785283782348
"TU42115","LOC111515671","G24630","nose resistant to fluoxetine protein 6-like","refseq","XM_023171879.1","nose resistant to fluoxetine protein 6-like","j",-5.14393605693285
"TU33339",NA,"G19060","* hypothetical protein B7P43_G06341, partial","novel","PNF14821","hypothetical protein B7P43_G06341, partial","r",-1.10035849826616
"TU1389","LOC111504447","G716","ABC transporter G family member 20","refseq","XM_023159020.1","ABC transporter G family member 20, transcript variant X3","=",2.5016946399606
"TU5609",NA,"G3099","* zinc finger protein 91-like","novel","XP_024080814","zinc finger protein 91-like","u",1.42172885082477
"TU3082","LOC111512182","G1659","nocturnin","refseq","XM_023168289.1","nocturnin, transcript variant X1","=",-1.18998091692872
"TU28829","LOC111510418","G16300","lamin-B receptor","refseq","XM_023166331.1","lamin-B receptor","j",1.07963467082923
"TU3521","LOC111514568","G1915","transferrin-like","refseq","XM_023170829.1","transferrin-like","j",0.648421752220318
"TU40774","LOC111515120","G23709","ras-related protein M-Ras-like","refseq","XM_023171355.1","ras-related protein M-Ras-like","k",1.1953050155505
"TU38320","LOC111514106","G22123","uncharacterized LOC111514106","refseq","XR_002723316.1","uncharacterized LOC111514106","=",0.863150243948615
"TU25261",NA,"G14223","* uncharacterized protein LOC120635020","novel","XP_039761863","uncharacterized protein LOC120635020","u",-1.50473425385747
"TU23293","LOC111508316","G13111","zinc finger protein 260-like","refseq","XM_023163771.1","zinc finger protein 260-like, transcript variant X7","=",0.916756621982217
"TU23290","LOC111508316","G13111","zinc finger protein 260-like","refseq","XM_023163767.1","zinc finger protein 260-like, transcript variant X3","=",0.599384764601005
"TU23295","LOC111508316","G13111","zinc finger protein 260-like","refseq","XM_023163765.1","zinc finger protein 260-like, transcript variant X1","j",1.04515088253073
"TU38069","LOC111514008","G21968","uncharacterized LOC111514008","refseq","XM_023170232.1","uncharacterized LOC111514008","=",0.707614064549659
"TU37955","LOC111513950","G21892","uncharacterized LOC111513950","refseq","XM_023170174.1","uncharacterized LOC111513950","j",-22.5989556795354
"TU11814","LOC111503806","G6589","potassium voltage-gated channel protein Shal-like","refseq","XM_023158215.1","potassium voltage-gated channel protein Shal-like","=",-1.0182091144255
"TU13503","LOC111504535","G7611","zinc finger protein 236-like","refseq","XM_023159107.1","zinc finger protein 236-like","c",0.658118858390286
"TU18880","LOC111506555","G10597","baculoviral IAP repeat-containing protein 6","refseq","XM_023161666.1","baculoviral IAP repeat-containing protein 6","j",1.02828572791477
"TU16959",NA,"G9579","* uncharacterized protein LOC111503706","novel","XP_023013846","uncharacterized protein LOC111503706","u",-1.22965390471785
"TU39095","LOC111514412","G22621","pollen-specific leucine-rich repeat extensin-like protein 1","refseq","XM_023170651.1","pollen-specific leucine-rich repeat extensin-like protein 1","=",0.573041207546874
"TU19284","LOC111506722","G10812","synaptotagmin 1","refseq","XM_023161910.1","synaptotagmin 1, transcript variant X1","e",-4.17468081064941
"TU5049","LOC111517670","G2810","ring canal kelch homolog","refseq","XM_023173877.1","ring canal kelch homolog","k",0.551656388886899
"TU25101",NA,"G14119","* ---NA---","novel",NA,"---NA---","u",15.6399476661037
"TU252","LOC111509252","G130","protein lap4-like","refseq","XM_023164997.1","protein lap4-like","j",0.95656024358075
"TU11370","LOC111503642","G6353","neuronal PAS domain-containing protein 4","refseq","XM_023157994.1","neuronal PAS domain-containing protein 4","j",1.55171309598697
"TU11374","LOC111503645","G6354","serine/threonine-protein kinase hippo-like","refseq","XM_023157998.1","serine/threonine-protein kinase hippo-like","=",20.3628155071307
"TU44142","LOC111516535","G26102","arylsulfatase B-like","refseq","XM_023172689.1","arylsulfatase B-like","=",1.66986743849949
"TU45158","LOC111517008","G26881","WD repeat domain-containing protein 83","refseq","XM_023173070.1","WD repeat domain-containing protein 83","=",1.13510560039742
"TU4877","LOC111517562","G2703","monocarboxylate transporter 7-like","refseq","XM_023173774.1","monocarboxylate transporter 7-like, transcript variant X1","j",21.7774042818352
"TU18951","LOC111506578","G10631","double-strand-break repair protein rad21 homolog","refseq","XM_023161699.1","double-strand-break repair protein rad21 homolog","j",1.01928167325037
"TU16544","LOC111505715","G9320","glycine-rich cell wall structural protein 2-like","refseq","XM_023160571.1","glycine-rich cell wall structural protein 2-like, transcript variant X1","=",-4.28100392281118
"TU16545","LOC111505708","G9321","keratin-associated protein 6-2-like","refseq","XM_023160562.1","keratin-associated protein 6-2-like","=",-9.27278844163039
"TU5839","LOC111517955","G3230","sperm-associated antigen 6-like","refseq","XM_023174252.1","sperm-associated antigen 6-like","j",2.11344033421583
"TU5833","LOC111517950","G3227","uncharacterized LOC111517950","refseq","XR_002723883.1","uncharacterized LOC111517950, transcript variant X2","=",-1.12270768777184
